sr_no,HostTimestamp,X_mg,Y_mg,Z_mg,X_dps,Y_dps,Z_dps,move_type
26,1782097,262.0,-154.0,1001.0,1.4,2.5,0.1,R
27,1782125,266.0,-148.0,1001.0,0.7,0.4,0.0,R
28,1782186,259.0,-150.0,978.0,-1.0,2.1,1.0,R
29,1782247,217.0,-156.0,973.0,-0.9,0.0,2.1,R
30,1782275,253.0,-155.0,961.0,0.0,-2.3,3.2,R
31,1782367,244.0,-168.0,945.0,-2.3,0.7,3.5,R
32,1782431,255.0,-160.0,957.0,0.4,1.5,3.5,R
33,1782455,260.0,-160.0,973.0,0.5,3.0,3.5,R
34,1782486,259.0,-180.0,965.0,-0.2,2.6,2.7,R
35,1782546,242.0,-170.0,981.0,-0.1,0.7,4.4,R
36,1782575,245.0,-183.0,962.0,-1.0,1.5,2.5,R
37,1782636,244.0,-165.0,979.0,0.2,0.1,3.7,R
38,1782697,245.0,-171.0,972.0,-1.2,0.1,4.2,R
39,1782726,234.0,-180.0,956.0,-1.9,2.4,2.1,R
40,1782787,226.0,-190.0,953.0,-0.7,-0.5,3.5,R
41,1782846,239.0,-194.0,944.0,-1.3,1.8,2.6,R
42,1782876,237.0,-190.0,963.0,1.0,2.0,1.4,R
43,1782937,241.0,-170.0,983.0,1.5,1.7,1.8,R
44,1782997,216.0,-169.0,991.0,-0.2,2.6,0.8,R
45,1783025,230.0,-170.0,983.0,0.7,0.7,0.1,R
46,1783086,248.0,-168.0,978.0,0.0,-0.7,0.7,R
47,1783146,251.0,-159.0,980.0,0.3,-0.9,2.8,R
48,1783237,216.0,-180.0,966.0,-1.6,0.4,2.6,R
49,1783258,232.0,-182.0,960.0,0.1,-0.6,2.6,R
50,1783297,226.0,-174.0,974.0,-0.4,0.2,2.7,R
51,1783326,224.0,-173.0,977.0,-0.4,0.2,3.1,R
52,1783386,223.0,-179.0,963.0,-1.1,-0.3,3.3,R
53,1783446,227.0,-182.0,949.0,-0.7,1.8,2.1,R
54,1783475,224.0,-172.0,965.0,1.0,2.1,2.5,R
55,1783538,233.0,-166.0,963.0,3.1,2.1,5.1,R
56,1783597,204.0,-173.0,955.0,1.6,5.6,3.9,R
57,1783626,207.0,-156.0,973.0,4.2,6.4,5.8,R
58,1783717,179.0,-163.0,966.0,9.8,2.6,5.7,R
59,1783745,224.0,-118.0,987.0,15.9,-5.6,7.0,R
60,1783776,146.0,-82.0,1035.0,7.0,-0.2,-7.7,R
1,116486,-109.0,-965.0,-5.0,21.6,-14.8,26.8,R
2,116547,-111.0,-994.0,181.0,5.6,7.7,29.4,R
3,116607,-77.0,-939.0,23.0,-20.2,12.2,5.5,R
4,116636,-25.0,-943.0,99.0,-8.4,10.1,11.4,R
5,116697,-118.0,-954.0,40.0,-8.8,21.9,-12.9,R
6,116757,-52.0,-954.0,-6.0,-5.9,16.9,-30.5,R
7,116786,41.0,-998.0,137.0,12.1,32.6,-30.5,R
8,116846,182.0,-1004.0,107.0,24.5,44.6,-14.5,R
9,116906,86.0,-1070.0,252.0,-15.2,49.1,-13.1,R
10,116936,176.0,-1048.0,143.0,-19.0,68.0,-16.8,R
11,116997,233.0,-1045.0,190.0,-23.5,72.7,-1.7,R
12,117056,353.0,-917.0,-43.0,-28.4,34.4,-19.2,R
13,117086,345.0,-897.0,-24.0,-28.4,34.4,-19.2,R
14,117146,277.0,-907.0,-146.0,1.4,-2.4,5.6,R
15,117207,215.0,-976.0,97.0,13.3,-2.8,11.9,R
16,117236,274.0,-976.0,100.0,-11.3,9.5,21.6,R
17,117297,259.0,-961.0,-9.0,-1.1,-22.4,-9.3,R
18,117356,217.0,-986.0,11.0,4.9,-10.6,5.1,R
19,117386,307.0,-933.0,-65.0,5.1,-19.2,-15.7,R
20,117446,210.0,-1002.0,51.0,12.2,4.0,6.7,R
21,117506,159.0,-1017.0,20.0,12.2,4.0,6.7,R
22,117548,36.0,-1006.0,-61.0,-10.7,-4.4,0.0,R
23,117596,153.0,-1026.0,33.0,-5.8,-6.3,-3.9,R
24,117659,95.0,-1006.0,-28.0,-14.0,-0.4,-4.9,R
25,117686,82.0,-1017.0,76.0,-3.2,7.0,5.1,R
26,117746,50.0,-972.0,-57.0,-3.2,3.1,3.7,R
27,117806,75.0,-970.0,-16.0,1.4,-0.9,-0.7,R
28,117836,80.0,-932.0,-41.0,0.5,-15.1,-5.4,R
29,117897,65.0,-990.0,37.0,13.3,-3.7,-4.2,R
30,117956,140.0,-1014.0,19.0,6.7,-11.2,-4.6,R
31,117986,60.0,-1036.0,80.0,5.8,-1.3,3.7,R
32,118046,122.0,-1006.0,44.0,5.8,-1.3,3.7,R
0,1807548,7.0,-323.0,1062.0,-8.7,-6.7,4.9,R
1,1807626,-8.0,-434.0,1226.0,-15.8,-3.1,-15.3,R
2,1807646,-128.0,-364.0,1146.0,-5.8,-30.3,-46.4,R
3,1807687,79.0,-217.0,1145.0,-9.4,-56.8,-49.9,R
4,1807746,111.0,-77.0,1065.0,-36.3,-40.8,-66.1,R
5,1807775,122.0,-25.0,808.0,-36.7,-33.1,-66.2,R
6,1807837,228.0,112.0,854.0,-28.9,-28.4,-56.7,R
7,1807898,253.0,102.0,783.0,-25.8,-9.1,-48.2,R
8,1807925,305.0,94.0,840.0,-15.4,-9.3,-34.5,R
9,1807987,349.0,109.0,904.0,-6.6,-7.6,-19.1,R
10,1808047,362.0,78.0,935.0,-1.7,-1.9,-9.1,R
11,1808075,338.0,29.0,999.0,-1.9,6.6,-3.7,R
12,1808136,312.0,-29.0,999.0,2.3,2.9,1.6,R
13,1808197,317.0,-73.0,969.0,4.0,1.4,-0.7,R
14,1808226,301.0,-88.0,983.0,4.4,-2.9,2.8,R
15,1808286,320.0,-92.0,985.0,1.3,-1.4,3.5,R
16,1808346,311.0,-93.0,980.0,-2.3,-1.7,4.0,R
17,1808376,313.0,-124.0,919.0,-7.9,4.0,4.4,R
18,1808437,256.0,-138.0,925.0,-2.3,2.2,5.1,R
19,1808527,297.0,-109.0,946.0,1.8,1.4,4.8,R
20,1808550,279.0,-112.0,977.0,0.1,3.7,5.4,R
21,1808587,281.0,-84.0,1008.0,-0.8,-0.1,2.3,R
22,1808646,319.0,-119.0,958.0,-1.8,-2.1,3.4,R
23,1808676,293.0,-139.0,952.0,-1.8,-0.2,5.2,R
24,1808736,260.0,-133.0,952.0,0.9,0.9,3.0,R
25,1808797,308.0,-98.0,970.0,1.7,-1.3,2.5,R
26,1808826,284.0,-135.0,945.0,-0.9,2.1,4.2,R
27,1808887,293.0,-121.0,963.0,-0.8,1.8,3.6,R
28,1808947,302.0,-128.0,956.0,-0.2,1.4,2.0,R
29,1808975,304.0,-105.0,973.0,0.5,2.5,1.8,R
30,1809037,282.0,-123.0,960.0,0.0,2.3,3.5,R
31,1809098,263.0,-119.0,966.0,-0.9,2.6,2.8,R
32,1809125,280.0,-118.0,984.0,-0.5,1.0,3.7,R
33,1809188,268.0,-121.0,973.0,-1.1,1.0,4.2,R
34,1809311,268.0,-121.0,973.0,-3.2,0.7,5.1,R
35,1809312,282.0,-113.0,975.0,0.0,0.0,3.0,R
36,1809420,296.0,-136.0,964.0,-2.6,0.6,5.4,R
37,1809485,286.0,-144.0,955.0,-4.1,2.7,5.8,R
38,1809486,286.0,-144.0,955.0,-2.7,2.5,6.5,R
39,1809517,258.0,-142.0,962.0,-1.0,2.8,3.9,R
40,1809617,255.0,-141.0,978.0,1.3,0.6,4.1,R
41,1809617,255.0,-141.0,978.0,0.6,1.4,3.9,R
42,1809668,280.0,-132.0,982.0,2.5,-1.2,3.2,R
43,1809696,278.0,-138.0,978.0,-0.3,1.4,4.2,R
44,1809727,264.0,-144.0,979.0,0.0,0.5,5.6,R
45,1809787,254.0,-159.0,964.0,-0.3,1.0,5.0,R
46,1809876,241.0,-149.0,983.0,-1.4,1.5,4.2,R
47,1809888,236.0,-158.0,960.0,0.0,1.1,1.6,R
48,1809937,247.0,-144.0,975.0,-0.2,-0.6,2.1,R
49,1809997,262.0,-144.0,975.0,0.7,1.4,0.4,R
50,1810026,259.0,-129.0,981.0,1.9,0.4,1.8,R
51,1810086,255.0,-132.0,986.0,-0.2,0.7,2.8,R
52,1810177,250.0,-136.0,990.0,-0.2,0.0,2.8,R
53,1810195,239.0,-146.0,974.0,-0.3,-1.4,2.8,R
54,1810237,253.0,-131.0,968.0,-0.2,0.0,2.3,R
55,1810327,240.0,-136.0,950.0,0.6,-0.7,3.1,R
56,1810343,250.0,-125.0,960.0,3.6,-2.1,3.3,R
57,1810387,261.0,-114.0,973.0,1.7,0.6,5.1,R
58,1810447,241.0,-125.0,989.0,3.7,0.9,6.8,R
59,1810475,258.0,-138.0,974.0,3.5,0.8,6.0,R
60,1810537,257.0,-153.0,974.0,0.9,3.4,7.2,R
61,1810597,240.0,-129.0,1009.0,0.9,2.4,6.4,R
62,1810627,243.0,-151.0,977.0,-1.3,5.1,4.9,R
1,177835,-83.0,-1005.0,86.0,1.9,-1.6,5.7,R
2,177896,-60.0,-1005.0,109.0,2.0,6.0,3.2,R
3,177926,-56.0,-1016.0,109.0,-0.8,4.6,-0.2,R
4,177986,-60.0,-997.0,114.0,-3.9,1.8,-1.8,R
5,178046,-45.0,-975.0,92.0,-4.0,2.6,-3.5,R
6,178076,-81.0,-992.0,71.0,-3.0,2.4,-0.5,R
7,178135,-81.0,-992.0,71.0,3.7,0.6,-3.2,R
8,178196,-73.0,-1005.0,114.0,3.5,-0.4,-4.4,R
9,178226,-78.0,-1003.0,156.0,2.5,11.3,-0.9,R
10,178286,-54.0,-982.0,66.0,-2.9,2.5,-0.5,R
11,178346,-90.0,-1012.0,137.0,-0.5,3.9,2.5,R
12,178376,-21.0,-993.0,94.0,-10.2,-1.4,-2.5,R
13,178436,-41.0,-1016.0,119.0,-2.3,9.1,-2.3,R
14,178496,-24.0,-974.0,100.0,-10.7,4.6,-3.9,R
15,178526,-26.0,-985.0,64.0,-5.1,2.3,-1.3,R
16,178586,-44.0,-1010.0,134.0,-5.9,-17.3,-7.0,R
17,178646,-49.0,-991.0,89.0,-8.1,-16.0,-7.0,R
18,178675,-36.0,-988.0,96.0,-4.9,-0.8,-7.3,R
19,178736,-14.0,-999.0,112.0,-3.0,6.7,-8.1,R
20,178796,-8.0,-990.0,129.0,-5.0,18.6,-3.1,R
21,178826,-53.0,-1001.0,54.0,-6.1,4.9,0.5,R
22,178886,-28.0,-992.0,102.0,1.1,-20.5,15.3,R
23,178946,-46.0,-953.0,42.0,-6.5,-23.5,15.3,R
24,178976,-3.0,-996.0,75.0,-3.0,6.5,-1.4,R
25,179036,45.0,-987.0,95.0,-5.1,7.2,-1.8,R
26,179096,-42.0,-998.0,90.0,-4.3,17.2,1.8,R
27,179125,9.0,-997.0,77.0,-0.6,17.2,4.2,R
28,179186,3.0,-998.0,72.0,0.2,19.3,6.7,R
29,179246,3.0,-998.0,72.0,-3.0,3.4,3.6,R
30,179276,-9.0,-985.0,56.0,-5.8,-7.9,4.2,R
31,179346,-63.0,-1017.0,118.0,-0.2,18.9,10.4,R
32,179395,-9.0,-1000.0,55.0,-4.4,-9.5,3.6,R
33,179425,-80.0,-1023.0,97.0,-5.1,6.0,7.6,R
34,179485,-58.0,-1002.0,45.0,-7.3,-1.5,2.1,R
35,179545,-55.0,-996.0,41.0,-1.4,22.1,6.5,R
36,179575,-87.0,-1006.0,91.0,-1.9,17.2,-0.2,R
37,179636,-80.0,-990.0,52.0,-7.9,-2.8,3.0,R
38,179696,-69.0,-990.0,40.0,-1.4,3.3,1.8,R
39,179725,-75.0,-1008.0,96.0,-7.9,-11.6,-4.0,R
40,179786,-95.0,-998.0,36.0,0.0,-7.4,-1.7,R
41,179846,-35.0,-985.0,40.0,6.5,11.6,-1.1,R
42,179876,-55.0,-1004.0,80.0,-0.1,-11.3,-5.8,R
43,179935,-20.0,-993.0,71.0,0.3,-18.3,-5.1,R
44,179995,-52.0,-993.0,106.0,2.3,-6.0,1.4,R
45,180026,-24.0,-974.0,45.0,0.9,-15.6,-5.2,R
46,180086,14.0,-985.0,37.0,11.7,3.7,-1.6,R
47,180146,-32.0,-987.0,95.0,20.8,-42.7,8.6,R
48,180175,8.0,-999.0,119.0,2.4,17.3,3.0,R
49,180235,-55.0,-1013.0,173.0,6.7,20.3,4.9,R
50,180296,-64.0,-1010.0,73.0,-2.5,-10.5,-6.5,R
51,180325,-37.0,-1001.0,13.0,-1.3,-9.8,-10.5,R
52,180386,-50.0,-1001.0,98.0,-3.8,-4.2,-6.2,R
53,180446,-39.0,-976.0,89.0,1.8,9.4,-6.4,R
54,180475,-4.0,-1003.0,167.0,0.0,3.9,-9.6,R
55,180536,35.0,-1014.0,151.0,1.0,0.6,-7.6,R
56,180596,-33.0,-1012.0,124.0,-2.9,-4.7,-2.4,R
57,180626,-22.0,-1014.0,108.0,-4.2,-9.6,-2.5,R
58,180686,60.0,-998.0,102.0,0.4,7.8,-3.5,R
59,180746,63.0,-999.0,125.0,-1.8,11.2,1.6,R
60,180776,39.0,-1003.0,98.0,-6.8,-4.4,-0.5,R
61,180838,-11.0,-1004.0,101.0,-3.8,2.1,2.8,R
62,180895,-47.0,-1002.0,107.0,-7.4,-4.1,2.0,R
63,180926,-10.0,-992.0,95.0,-3.5,-3.8,-0.3,R
64,180986,18.0,-984.0,73.0,-2.3,-8.4,-2.0,R
65,181046,11.0,-996.0,113.0,-1.0,-4.7,-0.2,R
66,181076,16.0,-995.0,92.0,-0.5,1.1,0.4,R
67,181136,5.0,-1006.0,135.0,-3.0,-0.9,-1.8,R
68,181196,-26.0,-996.0,113.0,-1.5,4.4,3.0,R
69,181225,-17.0,-984.0,116.0,-3.0,2.3,2.0,R
1,1844437,261.0,-132.0,1017.0,6.4,6.0,-1.6,R
2,1844498,219.0,-115.0,1011.0,6.7,14.4,3.1,R
3,1844530,191.0,-168.0,933.0,5.8,12.3,6.9,R
4,1844587,158.0,-153.0,931.0,8.3,8.7,10.0,R
5,1844647,161.0,-157.0,937.0,10.2,2.5,14.1,R
6,1844676,155.0,-138.0,946.0,12.2,3.2,17.6,R
7,1844738,184.0,-130.0,992.0,10.9,11.2,14.0,R
8,1844797,105.0,-144.0,988.0,11.8,10.7,18.5,R
9,1844825,105.0,-144.0,988.0,21.5,-1.1,15.6,R
10,1844918,181.0,-145.0,956.0,21.0,-13.0,23.8,R
11,1844946,183.0,-80.0,1044.0,16.9,-13.7,30.4,R
12,1844976,103.0,-149.0,963.0,7.9,-8.4,30.3,R
13,1845037,156.0,-122.0,1005.0,17.0,-24.1,28.9,R
14,1845098,193.0,-111.0,1025.0,12.5,-16.9,27.7,R
15,1845126,214.0,-126.0,999.0,3.4,-3.2,23.1,R
16,1845187,204.0,-84.0,1062.0,0.6,-5.1,21.7,R
17,1845247,227.0,-99.0,992.0,-9.5,3.7,14.7,R
18,1845276,190.0,-128.0,940.0,-6.1,2.8,19.6,R
19,1845338,194.0,-107.0,990.0,-4.7,22.2,13.0,R
20,1845398,125.0,-153.0,949.0,-5.6,29.2,10.5,R
21,1845426,88.0,-145.0,1005.0,4.1,17.3,5.3,R
22,1845489,50.0,-136.0,1005.0,2.9,25.0,0.0,R
23,1845547,43.0,-140.0,1042.0,9.3,8.5,-0.7,R
24,1845577,79.0,-73.0,1098.0,2.4,0.0,-1.8,R
25,1845699,111.0,-136.0,979.0,-1.4,2.7,-4.7,R
26,1845720,105.0,-67.0,1022.0,2.1,-0.1,-0.7,R
27,1845730,121.0,-65.0,1012.0,-2.3,5.3,-1.6,R
28,1845831,95.0,-107.0,966.0,-0.5,2.2,2.8,R
29,1845847,63.0,-102.0,999.0,0.9,1.4,2.6,R
30,1845879,78.0,-105.0,992.0,1.0,0.7,1.1,R
31,1845937,88.0,-96.0,1003.0,3.8,-3.4,3.6,R
32,1845997,88.0,-96.0,1003.0,1.1,2.3,0.9,R
33,1846026,94.0,-100.0,994.0,-0.2,1.6,-0.5,R
34,1846087,101.0,-80.0,1020.0,4.1,-2.9,1.4,R
35,1846147,73.0,-85.0,1010.0,0.8,3.6,1.6,R
36,1846177,84.0,-85.0,996.0,0.4,-3.3,2.1,R
37,1846236,96.0,-79.0,1012.0,2.2,0.6,2.1,R
38,1858539,192.0,-54.0,1013.0,-7.6,-18.8,-31.5,R
39,1858566,251.0,-73.0,971.0,-3.1,-19.2,-26.8,R
40,1858628,281.0,-111.0,971.0,-10.1,-19.1,-20.1,R
41,1858687,281.0,-111.0,971.0,-13.3,-3.7,-21.6,R
42,1858716,222.0,-15.0,1008.0,-9.4,-8.0,-19.9,R
43,1858777,251.0,41.0,962.0,-15.8,1.4,-13.3,R
44,1858837,249.0,32.0,946.0,-13.5,7.3,-5.0,R
45,1858866,223.0,12.0,919.0,-14.7,7.9,0.9,R
46,1859027,223.0,12.0,919.0,-5.1,1.4,4.2,R
47,1859048,288.0,-54.0,977.0,-1.9,1.7,5.1,R
48,1859048,288.0,-54.0,977.0,0.5,-1.7,9.5,R
49,1859161,243.0,-125.0,996.0,0.2,-2.3,10.2,R
50,1859162,262.0,-68.0,1017.0,-2.9,-1.3,12.3,R
51,1859232,202.0,-131.0,1005.0,-1.9,-0.7,9.9,R
52,1859261,210.0,-155.0,959.0,-4.2,-1.5,6.8,R
53,1859367,249.0,-145.0,958.0,-1.0,-1.8,2.1,R
54,1859367,249.0,-145.0,958.0,-1.3,-3.2,4.6,R
55,1859387,237.0,-143.0,961.0,-0.7,0.2,1.6,R
56,1859438,213.0,-128.0,981.0,-0.8,0.2,2.8,R
57,1859466,226.0,-144.0,973.0,-0.9,1.6,1.2,R
58,1859527,233.0,-149.0,970.0,-1.2,-0.8,2.7,R
59,1859587,239.0,-142.0,977.0,-0.7,0.2,0.8,R
60,1859647,241.0,-155.0,952.0,-0.2,0.4,0.0,R
61,1859676,254.0,-122.0,985.0,1.5,-1.3,1.2,R
62,1859738,246.0,-124.0,982.0,-0.8,1.7,0.6,R
63,1859766,247.0,-130.0,984.0,0.2,-0.7,3.2,R
64,1859828,221.0,-135.0,990.0,-1.6,1.3,2.7,R
65,1859888,225.0,-143.0,971.0,-1.6,-0.9,1.6,R
66,1859936,233.0,-126.0,981.0,-0.1,-0.1,1.8,R
67,1859976,240.0,-138.0,966.0,-0.9,-0.7,1.5,R
68,1860037,253.0,-139.0,970.0,-1.5,0.6,3.9,R
69,1860066,249.0,-157.0,970.0,-1.1,3.3,3.7,R
70,1860127,219.0,-157.0,986.0,-0.1,2.1,4.4,R
71,1860187,216.0,-155.0,994.0,-1.0,0.7,3.9,R
72,1860216,226.0,-160.0,976.0,-0.5,0.0,2.4,R
73,1860277,238.0,-153.0,967.0,-0.6,0.0,2.0,R
74,1860338,227.0,-160.0,966.0,0.0,1.5,1.4,R
75,1860366,229.0,-155.0,970.0,0.6,2.4,1.5,R
76,1860428,223.0,-146.0,987.0,0.4,0.5,2.8,R
77,1860488,226.0,-146.0,987.0,0.7,-0.3,2.3,R
78,1860516,220.0,-146.0,987.0,-1.0,2.1,2.8,R
79,1860581,198.0,-166.0,972.0,-0.6,0.7,2.3,R
80,1860637,221.0,-155.0,975.0,1.0,0.1,1.7,R
81,1860666,221.0,-144.0,988.0,-0.3,0.5,1.8,R
82,1860727,221.0,-156.0,980.0,-0.4,2.2,1.4,R
83,1860817,216.0,-157.0,1001.0,-1.0,0.2,2.7,R
84,1860847,198.0,-148.0,1018.0,-3.4,-1.4,1.4,R
85,1860877,213.0,-143.0,986.0,-1.3,-3.2,0.0,R
86,1860940,209.0,-156.0,950.0,-1.2,-3.2,-0.4,R
87,1860970,226.0,-144.0,949.0,-0.2,-3.9,1.1,R
88,1861027,237.0,-121.0,975.0,3.1,-4.1,2.4,R
89,1861087,272.0,-130.0,966.0,3.1,-1.2,2.4,R
90,1861116,246.0,-171.0,963.0,3.4,0.3,4.1,R
91,1861176,239.0,-150.0,1012.0,4.2,-5.2,6.3,R
92,1861237,254.0,-164.0,998.0,1.8,-6.2,7.7,R
0,237096,-129.0,-1020.0,121.0,-2.7,-17.3,5.7,R
1,237145,-86.0,-991.0,85.0,-1.5,-9.3,5.7,R
2,237175,-134.0,-1000.0,94.0,3.3,-8.6,7.7,R
3,237235,-142.0,-996.0,136.0,3.3,-12.1,8.1,R
4,237296,-184.0,-1002.0,121.0,-4.9,-2.2,0.6,R
5,237325,-172.0,-983.0,55.0,-2.5,-2.5,-1.6,R
6,237385,-98.0,-985.0,110.0,-3.0,14.7,-4.3,R
7,237446,-115.0,-976.0,91.0,0.2,10.0,-5.1,R
8,237475,-65.0,-955.0,107.0,9.9,7.9,9.3,R
9,237535,-127.0,-945.0,101.0,11.2,0.4,24.5,R
10,237596,-196.0,-991.0,206.0,4.2,-16.0,23.5,R
11,237625,-92.0,-974.0,152.0,12.4,-6.1,-6.5,R
12,237685,-32.0,-968.0,215.0,-11.0,-19.3,-22.1,R
13,237745,-14.0,-992.0,212.0,-8.9,-5.2,-22.7,R
14,237775,-47.0,-974.0,98.0,-11.4,-9.0,-24.4,R
15,237835,18.0,-1002.0,185.0,-3.9,12.2,-15.8,R
16,237896,3.0,-986.0,109.0,2.8,-0.6,-12.1,R
17,237925,88.0,-988.0,142.0,1.1,14.2,9.5,R
18,237985,-40.0,-973.0,83.0,-3.3,-1.1,2.1,R
19,238045,-60.0,-1004.0,210.0,4.6,8.6,14.9,R
20,238075,0.0,-987.0,143.0,-3.1,-7.0,1.3,R
21,238136,-29.0,-1008.0,226.0,9.6,-2.5,19.6,R
22,238195,-26.0,-1024.0,213.0,-0.9,-2.8,3.7,R
23,238225,-44.0,-1005.0,132.0,-5.0,0.9,11.9,R
24,238286,-170.0,-986.0,79.0,-7.2,-9.5,12.1,R
25,238345,-123.0,-1007.0,207.0,-4.3,7.7,4.4,R
26,238375,-87.0,-989.0,170.0,-6.9,-22.6,-10.2,R
27,238435,53.0,-1016.0,167.0,-10.1,19.4,22.7,R
28,238495,29.0,-1035.0,134.0,-4.4,-16.9,7.8,R
29,238525,107.0,-1019.0,189.0,-4.2,7.3,4.5,R
30,238585,103.0,-974.0,45.0,-11.7,-6.3,4.9,R
31,238646,-162.0,-995.0,89.0,-8.1,-7.2,8.8,R
32,238675,-43.0,-996.0,88.0,-8.6,-4.6,-2.3,R
33,238735,-89.0,-1001.0,50.0,-8.6,-4.6,-2.3,R
34,238796,22.0,-995.0,54.0,-1.4,0.9,-3.4,R
35,238825,-93.0,-1003.0,94.0,-3.6,0.9,4.6,R
36,238886,-73.0,-1008.0,135.0,-7.2,-1.2,3.0,R
37,238945,-161.0,-1001.0,121.0,-4.1,-3.5,0.4,R
38,238975,-119.0,-1006.0,86.0,-5.9,-2.3,0.9,R
39,239035,-162.0,-994.0,62.0,-5.7,2.1,0.0,R
40,239096,-135.0,-978.0,45.0,-2.1,7.0,-0.9,R
41,239125,-111.0,-981.0,63.0,-5.1,5.3,-6.2,R
42,239185,-42.0,-989.0,58.0,0.0,-2.2,-2.9,R
43,239275,-89.0,-997.0,66.0,-3.4,0.4,-4.9,R
44,239302,-94.0,-1001.0,36.0,-4.2,-3.0,1.5,R
45,239348,-68.0,-1008.0,73.0,-1.8,-4.0,-5.3,R
46,239395,-69.0,-1001.0,104.0,1.0,1.2,4.2,R
47,239425,-77.0,-993.0,59.0,-1.3,-2.8,-0.3,R
1,1913616,149.0,-117.0,1113.0,-3.5,-25.2,-42.8,R
2,1913678,222.0,-78.0,1025.0,-18.6,-11.4,-40.3,R
3,1913768,157.0,-102.0,911.0,-25.1,-7.9,-41.4,R
4,1913790,211.0,-67.0,884.0,-16.3,-16.8,-33.7,R
5,1913827,168.0,12.0,884.0,-15.7,-10.0,-31.7,R
6,1913888,242.0,83.0,890.0,-15.0,-2.3,-31.5,R
7,1913916,253.0,124.0,971.0,-16.8,4.4,-19.5,R
8,1913978,201.0,63.0,965.0,-15.8,14.0,-12.9,R
9,1914038,173.0,18.0,999.0,-8.3,0.0,-2.8,R
10,1914066,268.0,46.0,1035.0,-2.4,-3.6,1.5,R
11,1914128,265.0,8.0,1010.0,-2.8,1.8,6.4,R
12,1914188,205.0,-83.0,969.0,-0.8,0.3,10.2,R
13,1914216,202.0,-122.0,959.0,2.4,0.7,10.0,R
14,1914278,178.0,-129.0,975.0,2.6,-0.6,9.0,R
15,1914338,176.0,-124.0,1004.0,1.2,0.5,8.6,R
16,1914366,176.0,-145.0,985.0,-1.4,1.9,5.8,R
17,1914427,193.0,-166.0,957.0,-1.8,0.7,3.2,R
18,1914488,193.0,-154.0,994.0,0.6,0.6,1.8,R
19,1914516,161.0,-125.0,1044.0,-0.1,-2.8,1.0,R
20,1914577,165.0,-134.0,1003.0,-4.9,-0.6,-1.1,R
21,1914638,206.0,-119.0,969.0,-3.5,-3.4,-2.3,R
22,1914666,220.0,-123.0,951.0,-2.0,-1.1,-2.4,R
23,1914728,225.0,-102.0,976.0,1.0,0.0,-1.0,R
24,1914788,222.0,-130.0,965.0,0.4,2.1,-1.6,R
25,1914816,219.0,-111.0,982.0,4.7,0.0,-1.1,R
26,1914878,209.0,-109.0,994.0,-0.2,3.2,0.0,R
27,1914937,196.0,-102.0,1004.0,-0.4,1.4,2.1,R
28,1914966,196.0,-102.0,1008.0,-0.5,0.4,2.6,R
29,1915045,205.0,-116.0,988.0,-0.5,0.4,2.6,R
30,1915087,188.0,-121.0,981.0,-1.2,-1.3,5.1,R
31,1915117,202.0,-104.0,988.0,-0.1,-0.9,5.3,R
32,1915177,201.0,-131.0,967.0,-1.4,2.0,4.9,R
33,1915238,201.0,-131.0,991.0,0.0,1.4,4.8,R
34,1915266,204.0,-141.0,985.0,-2.5,2.4,4.1,R
35,1915327,208.0,-159.0,979.0,-1.9,2.3,4.4,R
36,1915387,185.0,-139.0,985.0,-3.2,5.0,5.1,R
37,1915416,170.0,-144.0,986.0,-1.9,3.1,6.1,R
38,1915477,163.0,-124.0,1016.0,1.4,0.7,6.5,R
39,1915537,149.0,-138.0,1026.0,0.7,1.4,3.8,R
40,1915566,193.0,-144.0,1011.0,2.3,-3.1,3.0,R
41,1915628,214.0,-143.0,1005.0,-0.7,-3.1,2.1,R
42,1915775,185.0,-146.0,992.0,-1.5,-1.2,3.7,R
43,1915776,205.0,-155.0,990.0,-1.5,-1.2,3.7,R
44,1915799,160.0,-147.0,983.0,-2.1,-1.4,3.0,R
45,1915903,164.0,-157.0,962.0,0.4,-1.8,2.8,R
46,1915903,201.0,-138.0,981.0,0.4,-1.8,2.8,R
47,1915930,196.0,-154.0,963.0,-1.1,0.9,2.4,R
48,1915988,186.0,-165.0,970.0,-1.1,0.9,2.4,R
49,1916016,196.0,-142.0,1008.0,0.8,1.6,2.7,R
50,1916078,147.0,-163.0,996.0,0.1,1.7,2.2,R
51,1916137,130.0,-142.0,1003.0,2.0,-1.7,-0.2,R
52,1916166,131.0,-134.0,985.0,-2.9,2.7,-2.5,R
53,1916227,176.0,-130.0,970.0,-1.8,1.1,-3.0,R
54,1916288,182.0,-118.0,969.0,1.3,3.9,-1.2,R
55,1916316,201.0,-120.0,994.0,2.9,5.3,0.3,R
56,1916378,202.0,-108.0,1037.0,7.2,2.3,2.8,R
57,1916439,198.0,-137.0,1022.0,3.7,1.8,2.3,R
58,1916467,197.0,-141.0,1010.0,3.6,-3.9,4.7,R
0,275135,-417.0,-1107.0,102.0,6.0,-40.8,8.8,R
1,275185,-411.0,-1011.0,100.0,11.3,-108.2,-4.0,R
2,275215,-192.0,-958.0,201.0,9.1,-84.5,-21.3,R
3,275275,-128.0,-948.0,137.0,-22.1,-8.8,28.0,R
4,275335,-26.0,-881.0,89.0,-26.7,-17.5,10.7,R
5,275365,-216.0,-984.0,195.0,-10.3,-5.8,-2.7,R
6,275425,-33.0,-960.0,169.0,-40.3,15.5,-44.5,R
