sr_no,HostTimestamp,X_mg,Y_mg,Z_mg,X_dps,Y_dps,Z_dps,move_type
58,290031,45.0,673.0,1071.0,-13.4,-14.7,8.3,W
59,290060,-116.0,596.0,1319.0,-74.4,-24.2,4.4,W
60,290121,95.0,516.0,1221.0,-85.3,-8.1,-21.9,W
61,290181,126.0,416.0,1318.0,-93.3,7.1,-25.2,W
62,290210,100.0,342.0,960.0,-109.1,14.4,-20.9,W
63,290271,0.0,192.0,1160.0,-116.7,18.9,-11.9,W
64,290331,12.0,117.0,1158.0,-100.8,26.0,-23.0,W
65,290361,-26.0,14.0,1324.0,-94.4,13.3,-24.0,W
66,290421,54.0,-76.0,1191.0,-86.5,31.9,-19.7,W
67,290481,-18.0,-141.0,1100.0,-66.1,17.5,-19.1,W
68,290511,4.0,-171.0,820.0,-57.3,21.9,-12.6,W
69,290571,47.0,-195.0,843.0,-15.5,12.6,-1.3,W
70,290630,-28.0,-193.0,873.0,-18.1,11.9,-2.1,W
71,290670,-28.0,-193.0,873.0,-6.4,19.1,-1.3,W
72,290721,-31.0,-189.0,873.0,-3.6,2.5,0.0,W
73,290781,-58.0,-225.0,865.0,4.6,3.9,1.1,W
74,290811,-46.0,-253.0,908.0,4.7,2.0,-1.4,W
75,290879,-50.0,-272.0,975.0,2.3,0.4,-1.7,W
76,290931,-60.0,-265.0,1013.0,4.2,-0.9,0.5,W
77,290960,-45.0,-259.0,1000.0,1.5,-2.2,1.8,W
78,291021,-40.0,-253.0,933.0,0.4,-0.8,3.5,W
2,53471,-38.0,-518.0,870.0,1.9,-0.4,2.3,S
3,53471,-30.0,-517.0,891.0,1.9,-0.4,2.3,S
4,53497,-33.0,-516.0,884.0,0.2,-0.4,1.8,S
5,85989,-328.0,-1065.0,203.0,0.2,-0.4,1.8,S
6,86047,-297.0,-1024.0,184.0,-32.4,6.3,2.1,S
7,86107,-279.0,-999.0,155.0,-32.4,6.3,2.1,S
8,86136,-280.0,-931.0,90.0,-31.0,12.7,-3.9,S
9,86197,-248.0,-918.0,60.0,-29.8,23.5,-3.8,S
10,86258,-290.0,-892.0,34.0,-25.2,30.5,-7.9,S
11,86287,-222.0,-852.0,-29.0,-12.8,20.8,-21.9,S
12,86347,-173.0,-843.0,4.0,-7.1,34.0,-22.8,S
13,86408,-141.0,-848.0,-62.0,2.2,34.8,-27.8,S
14,86436,-68.0,-836.0,1.0,13.9,33.5,-29.9,S
15,86497,24.0,-802.0,-1.0,17.2,33.8,-29.3,S
16,86558,104.0,-742.0,-15.0,27.5,27.7,-35.0,S
17,86587,102.0,-780.0,42.0,37.0,12.5,-39.2,S
18,86648,92.0,-878.0,20.0,49.3,16.8,-42.7,S
19,86708,181.0,-992.0,245.0,39.7,0.8,-48.9,S
20,86736,377.0,-1044.0,175.0,46.2,15.9,-12.1,S
21,86797,377.0,-1099.0,338.0,42.5,0.2,-7.5,S
22,86858,348.0,-1084.0,325.0,34.4,-6.0,17.4,S
23,86887,184.0,-1063.0,349.0,36.8,-10.7,29.9,S
24,86947,236.0,-1054.0,319.0,23.2,-26.8,32.8,S
25,87008,128.0,-1074.0,253.0,34.7,-28.0,42.3,S
26,87036,150.0,-1118.0,487.0,23.6,-46.2,49.6,S
27,87097,7.0,-1067.0,396.0,4.6,-44.4,73.0,S
28,87158,-121.0,-1064.0,434.0,0.0,-44.1,71.5,S
29,87186,-174.0,-1062.0,398.0,-18.9,-51.1,59.0,S
30,87247,-244.0,-1053.0,370.0,-16.3,-38.1,53.9,S
31,87307,-258.0,-1078.0,444.0,-26.6,-42.2,39.9,S
32,87336,-313.0,-1105.0,363.0,-30.1,-18.9,48.9,S
33,87397,-296.0,-1051.0,419.0,-29.1,-28.0,34.3,S
34,87457,-302.0,-985.0,325.0,-39.9,-12.6,42.4,S
35,87487,-409.0,-962.0,351.0,-39.3,-10.0,35.1,S
36,87548,-406.0,-864.0,211.0,-49.7,-12.4,22.9,S
37,87608,-492.0,-849.0,137.0,-23.0,-25.4,0.2,S
38,87636,-564.0,-927.0,254.0,-27.1,16.3,3.8,S
39,87697,-511.0,-863.0,159.0,-39.2,31.4,-12.3,S
40,87763,-454.0,-856.0,168.0,-28.0,34.0,-30.5,S
41,87794,-269.0,-867.0,97.0,-29.1,24.9,-43.5,S
42,87847,-219.0,-870.0,54.0,-26.4,38.5,-35.7,S
43,87907,-105.0,-789.0,-24.0,-25.4,40.6,-31.9,S
44,87937,-55.0,-784.0,-53.0,-6.7,24.3,-35.1,S
45,87997,-56.0,-860.0,-41.0,-5.8,41.7,-18.2,S
46,88058,66.0,-854.0,-10.0,0.0,33.7,-15.6,S
47,88087,1.0,-795.0,3.0,-0.5,29.1,-8.4,S
48,88147,0.0,-840.0,-130.0,4.2,32.3,-9.3,S
49,88207,49.0,-984.0,-204.0,21.7,22.8,-18.1,S
50,88236,109.0,-1152.0,-145.0,31.9,18.2,-19.1,S
51,88297,174.0,-1294.0,64.0,30.1,12.3,-13.3,S
52,88358,149.0,-1225.0,175.0,6.0,4.4,-3.0,S
53,88387,50.0,-1099.0,126.0,-12.2,2.3,8.2,S
54,88447,-75.0,-1013.0,42.0,-13.7,-4.5,9.2,S
55,88507,-86.0,-957.0,-38.0,-12.3,-5.4,7.0,S
56,88536,-51.0,-923.0,-51.0,-6.7,-1.8,4.7,S
57,88597,-33.0,-951.0,-34.0,1.4,0.3,3.5,S
58,88658,-64.0,-998.0,-11.0,4.1,1.2,5.7,S
59,88687,-56.0,-1039.0,20.0,1.1,-3.4,-0.1,S
60,88747,-34.0,-1036.0,-2.0,0.3,-0.7,-0.9,S
61,88808,-14.0,-1029.0,-7.0,-0.9,-0.4,0.2,S
62,88836,-13.0,-1033.0,-2.0,-2.8,-2.6,0.3,S
63,88897,-19.0,-1010.0,-16.0,-3.3,0.0,4.9,S
64,88958,-30.0,-1009.0,-12.0,-3.1,0.4,4.3,S
65,88987,-39.0,-999.0,-10.0,-2.5,0.8,5.6,S
66,89047,-38.0,-1005.0,-23.0,2.2,-3.9,1.8,S
67,89108,-51.0,-1017.0,0.0,0.7,1.0,5.1,S
68,89136,-40.0,-1011.0,-13.0,0.1,0.0,4.2,S
69,89196,-43.0,-1012.0,-17.0,1.2,0.5,5.1,S
70,89258,-40.0,-1014.0,1.0,1.8,-0.3,3.9,S
71,89287,-52.0,-1025.0,3.0,0.9,-0.7,4.4,S
72,89347,-62.0,-1019.0,-36.0,-1.0,1.8,5.6,S
73,89407,-63.0,-1014.0,-9.0,-1.0,1.8,5.6,S
74,89436,-68.0,-1016.0,-5.0,-0.7,0.5,3.1,S
75,89498,-61.0,-1011.0,-2.0,-0.4,1.0,2.8,S
76,89558,-40.0,-998.0,-1.0,-0.3,2.4,2.7,S
77,89587,-50.0,-1013.0,3.0,0.6,-1.6,-0.2,S
78,89646,-45.0,-996.0,-11.0,0.6,-1.6,-0.2,S
79,89707,-44.0,-997.0,-18.0,0.6,1.5,4.5,S
80,89736,-64.0,-1014.0,-19.0,5.3,-3.5,1.4,S
81,89797,-63.0,-1039.0,16.0,5.4,0.9,3.4,S
82,89857,-69.0,-1036.0,27.0,2.8,-3.4,-1.1,S
83,89887,-46.0,-1020.0,12.0,0.2,-1.8,0.7,S
1,19020,-72.0,-876.0,30.0,8.8,1.5,8.6,S
2,19080,64.0,-901.0,135.0,16.5,7.1,19.8,S
3,19141,326.0,-1037.0,127.0,21.3,-11.4,10.5,S
4,19170,200.0,-1185.0,86.0,11.7,-67.4,28.0,S
5,19231,-152.0,-1359.0,262.0,5.5,-59.0,66.8,S
6,19291,-482.0,-1431.0,219.0,-17.1,-39.9,26.0,S
7,19320,-542.0,-1291.0,151.0,-39.3,-39.8,21.1,S
8,19381,-658.0,-1202.0,277.0,-35.5,-2.3,9.0,S
9,19440,-511.0,-1040.0,199.0,-49.9,15.5,1.1,S
10,19470,-602.0,-921.0,-48.0,-45.0,38.9,24.7,S
11,19530,-658.0,-944.0,153.0,-46.4,44.2,16.7,S
12,19590,-600.0,-792.0,30.0,-38.7,53.7,12.8,S
13,19620,-696.0,-758.0,80.0,-19.0,57.5,-4.0,S
14,19680,-555.0,-565.0,81.0,-15.8,86.7,-18.0,S
15,19740,-342.0,-352.0,-124.0,7.2,73.2,-37.7,S
16,19770,-120.0,-303.0,-118.0,39.6,89.3,-17.6,S
17,19831,62.0,-309.0,-155.0,81.3,69.0,-30.0,S
18,19891,77.0,-483.0,10.0,99.1,45.5,-21.0,S
19,19920,370.0,-608.0,259.0,125.2,29.4,-14.0,S
20,19980,482.0,-825.0,510.0,141.2,-7.9,0.2,S
21,20041,659.0,-1074.0,778.0,123.4,-47.6,11.6,S
22,20070,564.0,-1271.0,744.0,67.0,-95.4,20.5,S
23,20130,267.0,-1358.0,610.0,67.0,-95.4,20.5,S
24,20190,-27.0,-1404.0,577.0,-16.0,-69.0,48.7,S
25,20220,-540.0,-1458.0,533.0,-34.0,-82.5,49.0,S
26,20281,-869.0,-1342.0,578.0,-67.6,-51.8,54.0,S
27,20341,-1009.0,-1186.0,612.0,-91.5,-34.9,-3.1,S
28,20370,-742.0,-855.0,306.0,-90.3,18.5,-20.3,S
29,20431,-437.0,-620.0,195.0,-63.7,54.4,-31.1,S
30,20490,-139.0,-538.0,120.0,-37.2,59.9,-31.8,S
31,20520,99.0,-562.0,23.0,-10.5,42.5,-15.1,S
32,20581,132.0,-798.0,66.0,7.2,29.0,-5.4,S
33,20641,175.0,-985.0,119.0,20.1,18.4,-6.0,S
34,20670,20.0,-1089.0,216.0,15.2,5.7,0.4,S
35,20731,-105.0,-1085.0,170.0,6.2,2.7,-1.3,S
36,20791,-69.0,-1031.0,172.0,0.0,-7.4,-1.0,S
37,20820,-114.0,-999.0,187.0,-5.3,-9.8,5.1,S
38,20902,-117.0,-982.0,154.0,-7.2,-9.7,6.3,S
39,20940,-137.0,-964.0,153.0,-4.6,-5.6,10.6,S
40,20970,-147.0,-977.0,132.0,-5.4,-16.3,3.7,S
41,21030,-161.0,-977.0,145.0,-2.3,-7.0,6.0,S
42,21090,-131.0,-973.0,141.0,1.6,-7.9,-0.3,S
43,21120,-148.0,-992.0,164.0,4.1,-2.5,1.2,S
44,21180,-147.0,-1000.0,189.0,1.9,-3.5,-0.9,S
45,21241,-130.0,-987.0,159.0,4.9,-2.5,1.5,S
46,21270,-104.0,-995.0,174.0,2.5,-0.7,3.6,S
47,21330,-134.0,-986.0,163.0,-3.0,-5.3,1.8,S
48,21391,-145.0,-974.0,165.0,0.2,-2.8,3.4,S
49,21420,-139.0,-984.0,213.0,1.5,-1.6,2.3,S
50,21480,-159.0,-978.0,175.0,0.2,0.3,1.9,S
51,21556,-137.0,-986.0,195.0,3.9,-0.4,-1.0,S
52,21570,-114.0,-991.0,196.0,-1.2,3.7,0.7,S
53,21630,-111.0,-992.0,193.0,-1.0,0.0,0.7,S
54,21690,-132.0,-992.0,201.0,-1.8,0.1,3.0,S
55,21720,-153.0,-998.0,217.0,-4.0,2.3,0.0,S
56,21781,-150.0,-985.0,203.0,-4.6,1.4,-3.2,S
57,21840,-124.0,-969.0,188.0,-4.4,5.8,-2.7,S
58,21870,-178.0,-1009.0,246.0,1.2,1.1,1.0,S
59,21930,-98.0,-967.0,164.0,-5.9,-2.4,-3.7,S
1,134047,-10.0,-1084.0,270.0,1.5,-14.7,20.0,S
2,134077,-61.0,-1137.0,338.0,-7.6,-21.7,33.8,S
3,134137,-176.0,-1110.0,286.0,-19.9,-20.1,48.0,S
4,134199,-270.0,-1083.0,242.0,-27.9,-22.7,48.0,S
5,134230,-403.0,-1058.0,228.0,-26.6,-35.7,38.0,S
6,134287,-467.0,-1083.0,207.0,-25.5,-35.2,30.9,S
7,134348,-475.0,-1034.0,170.0,-27.9,-26.1,25.2,S
8,134376,-484.0,-1003.0,126.0,-17.7,-49.5,3.2,S
9,134438,-399.0,-957.0,234.0,-11.3,-35.7,-1.9,S
10,134497,-417.0,-922.0,211.0,-30.7,-3.1,7.6,S
11,134527,-496.0,-909.0,219.0,-26.1,9.5,-4.8,S
12,134588,-433.0,-784.0,171.0,-32.4,29.1,-15.1,S
13,134648,-358.0,-693.0,234.0,-26.6,40.6,-31.2,S
14,134676,-417.0,-698.0,200.0,-29.7,64.0,-34.0,S
15,134738,-243.0,-675.0,45.0,-26.8,55.0,-54.6,S
16,134798,-89.0,-696.0,-6.0,-13.3,45.5,-62.0,S
17,134827,148.0,-653.0,-88.0,4.2,39.7,-62.8,S
18,134888,257.0,-716.0,-103.0,16.8,40.0,-48.6,S
19,134948,79.0,-844.0,-53.0,19.8,62.6,-23.3,S
20,134976,135.0,-895.0,-115.0,26.2,51.3,-26.1,S
21,135038,266.0,-959.0,28.0,43.4,37.5,-33.9,S
22,135098,303.0,-974.0,64.0,54.5,26.9,-27.0,S
23,135126,411.0,-1048.0,205.0,62.9,7.4,-11.6,S
24,135187,338.0,-1086.0,335.0,60.6,1.7,7.0,S
25,135247,349.0,-1069.0,373.0,52.2,-17.1,21.4,S
26,135276,145.0,-1118.0,405.0,45.0,-18.5,36.0,S
27,135337,172.0,-1094.0,386.0,35.4,-31.9,33.8,S
28,135398,17.0,-1124.0,421.0,23.1,-28.9,45.3,S
29,135426,-10.0,-1085.0,451.0,14.2,-32.0,46.9,S
30,135488,-84.0,-1064.0,450.0,8.5,-32.3,46.3,S
31,135548,-96.0,-1010.0,423.0,-1.8,-38.4,43.3,S
32,135576,-149.0,-1030.0,394.0,-1.3,-33.7,42.6,S
33,135638,-140.0,-1053.0,395.0,-9.9,-28.4,42.7,S
34,135697,-232.0,-1072.0,396.0,-20.1,-26.1,43.4,S
35,135726,-258.0,-1041.0,385.0,-23.5,-23.5,33.6,S
36,135788,-265.0,-1017.0,374.0,-30.8,-19.3,24.8,S
37,135848,-202.0,-1032.0,303.0,-29.6,-19.6,21.2,S
38,135876,-253.0,-1008.0,409.0,-28.0,-4.9,25.4,S
39,135937,-329.0,-949.0,267.0,-42.1,-0.2,24.5,S
40,135998,-350.0,-841.0,112.0,-30.5,1.1,12.2,S
41,136026,-187.0,-778.0,198.0,-25.1,2.1,-1.2,S
42,136088,-186.0,-769.0,132.0,-16.1,3.7,0.2,S
43,136147,-213.0,-830.0,128.0,-16.1,3.7,0.2,S
44,136208,-204.0,-893.0,126.0,0.7,0.2,1.6,S
45,136236,-211.0,-971.0,152.0,4.5,1.4,1.2,S
46,136299,-236.0,-1021.0,186.0,4.4,-0.9,0.3,S
47,136326,-210.0,-1029.0,203.0,-1.6,0.5,1.8,S
48,136388,-206.0,-1012.0,149.0,-8.0,3.0,1.5,S
49,136449,-241.0,-993.0,152.0,-8.0,3.0,1.5,S
50,136477,-207.0,-970.0,109.0,-2.3,-1.1,2.6,S
51,136537,-199.0,-967.0,153.0,-0.5,1.1,1.4,S
52,136598,-180.0,-973.0,169.0,-4.2,2.2,1.8,S
53,136627,-192.0,-979.0,164.0,-2.1,2.9,2.7,S
54,136687,-206.0,-970.0,142.0,-0.6,0.0,2.7,S
55,136746,-203.0,-982.0,156.0,-1.6,0.9,3.0,S
56,136777,-218.0,-979.0,120.0,0.2,1.2,3.0,S
57,136838,-226.0,-986.0,137.0,0.2,1.4,3.3,S
58,136898,-218.0,-988.0,138.0,0.6,-0.4,1.2,S
59,136926,-213.0,-983.0,157.0,1.0,0.6,2.1,S
60,136988,-223.0,-984.0,154.0,0.2,0.0,0.9,S
61,137048,-188.0,-994.0,155.0,0.2,0.0,0.9,S
62,137076,-211.0,-998.0,135.0,-2.3,1.7,4.9,S
63,137137,-218.0,-986.0,138.0,0.6,0.9,3.8,S
64,137198,-235.0,-977.0,140.0,2.0,0.0,0.8,S
65,137226,-232.0,-970.0,148.0,1.8,-1.4,0.4,S
66,137294,-206.0,-992.0,152.0,2.5,3.5,3.0,S
67,137347,-213.0,-996.0,155.0,-0.6,0.3,2.5,S
68,137376,-202.0,-1009.0,149.0,-1.1,0.4,-0.2,S
69,137437,-204.0,-991.0,145.0,-1.1,0.4,-0.2,S
70,137498,-219.0,-985.0,147.0,-2.3,0.6,3.7,S
71,137526,-221.0,-975.0,127.0,-0.1,-0.8,2.1,S
72,137588,-214.0,-973.0,138.0,-1.2,1.2,1.8,S
73,137648,-216.0,-986.0,158.0,0.7,0.0,0.0,S
74,137680,-209.0,-999.0,155.0,0.6,1.4,2.2,S
75,137738,-206.0,-996.0,146.0,1.5,0.4,2.8,S
76,137798,-215.0,-1000.0,169.0,-0.2,-0.3,5.1,S
77,137826,-258.0,-986.0,137.0,-3.6,0.0,1.8,S
78,137888,-209.0,-957.0,125.0,-2.2,1.3,0.9,S
79,137948,-226.0,-960.0,126.0,1.1,0.4,0.9,S
80,137976,-214.0,-982.0,130.0,1.6,1.3,1.0,S
81,138037,-209.0,-997.0,136.0,2.0,-0.3,-0.2,S
82,138097,-198.0,-1016.0,168.0,0.2,1.3,1.3,S
83,138158,-199.0,-999.0,155.0,-3.0,-0.8,0.7,S
84,138187,-213.0,-981.0,139.0,-1.4,-2.2,-0.8,S
85,138248,-208.0,-968.0,128.0,0.1,-2.0,0.9,S
86,138276,-198.0,-976.0,152.0,-0.4,-1.1,1.2,S
87,138338,-206.0,-979.0,130.0,0.9,-4.2,1.6,S
88,138397,-225.0,-989.0,130.0,1.0,-2.5,0.9,S
89,138427,-204.0,-995.0,145.0,1.4,-2.3,1.4,S
90,138487,-205.0,-999.0,175.0,0.7,-1.5,1.8,S
1,50581,-12.0,-878.0,88.0,26.6,-9.0,17.7,S
2,50610,239.0,-974.0,150.0,36.4,-18.7,15.8,S
3,50670,348.0,-1056.0,197.0,29.8,-27.5,28.8,S
4,50730,136.0,-1264.0,416.0,10.0,-52.2,54.5,S
5,50759,-96.0,-1358.0,334.0,10.0,-52.2,54.5,S
6,50820,-593.0,-1406.0,442.0,-34.0,-45.2,61.9,S
7,50880,-822.0,-1365.0,432.0,-38.5,-24.9,22.4,S
8,50909,-841.0,-1219.0,555.0,-58.5,20.2,9.5,S
9,50970,-701.0,-989.0,273.0,-66.2,60.5,-11.8,S
10,51030,-535.0,-749.0,128.0,-59.9,62.7,-14.4,S
11,51060,-557.0,-627.0,153.0,-62.7,75.3,-9.7,S
12,51120,-377.0,-416.0,-74.0,-31.8,98.4,-24.5,S
13,51180,-319.0,-414.0,31.0,6.5,96.8,-19.6,S
14,51210,-100.0,-336.0,-75.0,6.5,96.8,-19.6,S
15,51270,43.0,-364.0,-46.0,55.2,82.9,-29.5,S
16,51330,226.0,-509.0,89.0,76.3,59.9,-24.9,S
17,51360,420.0,-731.0,270.0,80.4,42.7,-15.3,S
18,51420,589.0,-871.0,426.0,77.0,-12.5,-9.2,S
19,51480,623.0,-1026.0,336.0,65.3,-35.7,4.4,S
20,51510,457.0,-1244.0,494.0,66.1,-51.3,8.1,S
21,51570,267.0,-1186.0,339.0,18.9,-70.9,21.7,S
22,51630,-113.0,-1332.0,536.0,13.5,-70.9,27.3,S
23,51660,29.0,-1188.0,272.0,-16.3,-75.3,23.4,S
24,51720,-194.0,-1228.0,390.0,-18.3,-77.2,32.4,S
25,51780,-456.0,-1270.0,465.0,-21.0,-62.7,49.2,S
26,51810,-509.0,-1187.0,451.0,-32.6,-54.2,28.6,S
27,51870,-490.0,-1121.0,426.0,-48.5,-33.1,18.6,S
28,51930,-563.0,-1058.0,339.0,-65.3,-8.4,16.2,S
29,51960,-392.0,-919.0,237.0,-65.3,-8.4,16.2,S
30,52020,-42.0,-741.0,109.0,-51.5,20.3,-21.8,S
31,52080,14.0,-696.0,-76.0,-35.4,15.7,3.0,S
32,52110,-13.0,-780.0,-37.0,-9.5,18.4,3.6,S
33,52170,-32.0,-871.0,52.0,2.8,5.8,1.8,S
34,52230,-82.0,-955.0,77.0,7.0,4.6,-1.8,S
35,52260,-100.0,-1005.0,102.0,8.8,-3.8,-11.9,S
36,52320,-113.0,-1036.0,119.0,3.9,-2.7,-11.1,S
37,52380,-63.0,-1018.0,125.0,2.6,-4.4,-7.6,S
38,52409,-91.0,-1010.0,136.0,-0.1,-0.7,3.7,S
39,52470,-95.0,-995.0,97.0,1.0,-4.6,5.8,S
40,52530,-114.0,-995.0,87.0,3.5,-3.0,-0.9,S
41,52560,-78.0,-985.0,119.0,0.5,-0.7,0.8,S
42,52619,-105.0,-1000.0,91.0,0.9,-2.1,1.4,S
43,52680,-77.0,-1004.0,117.0,-0.2,-1.7,-2.1,S
44,52711,-93.0,-1008.0,122.0,-2.2,-0.9,2.4,S
45,52770,-96.0,-1017.0,115.0,-2.8,0.0,0.8,S
46,52830,-101.0,-999.0,87.0,-2.5,-0.6,-1.6,S
47,52860,-105.0,-995.0,99.0,-1.1,7.2,-2.3,S
48,52920,-98.0,-976.0,85.0,-0.9,0.0,-5.3,S
49,52980,-75.0,-977.0,113.0,0.5,6.5,-1.8,S
50,53010,-58.0,-994.0,123.0,0.6,6.3,-7.2,S
51,53070,-87.0,-994.0,86.0,1.4,4.9,-3.9,S
1,164497,-155.0,-992.0,208.0,5.2,-1.3,4.9,S
2,164527,-121.0,-1055.0,267.0,6.8,-2.8,4.9,S
3,164588,-52.0,-1082.0,284.0,-5.8,-9.7,12.5,S
4,164647,-13.0,-1104.0,279.0,-11.5,-21.7,18.6,S
5,164677,-75.0,-1110.0,246.0,-24.0,-23.3,30.5,S
6,164738,-161.0,-1109.0,223.0,-28.7,-28.2,40.6,S
7,164798,-289.0,-1076.0,193.0,-39.2,-33.2,42.7,S
8,164826,-421.0,-1054.0,95.0,-39.8,-25.3,46.5,S
9,164888,-519.0,-1032.0,156.0,-34.5,-34.8,29.5,S
10,164948,-496.0,-994.0,100.0,-33.4,-37.1,12.8,S
11,164977,-658.0,-1009.0,142.0,-31.1,-3.3,19.5,S
12,165037,-704.0,-973.0,140.0,-34.1,6.0,-1.0,S
13,165098,-537.0,-876.0,96.0,-20.1,-5.5,-31.5,S
14,165126,-530.0,-775.0,140.0,-29.2,42.7,-19.0,S
15,165187,-502.0,-597.0,79.0,-22.4,54.3,-35.7,S
16,165247,-273.0,-483.0,97.0,-22.4,54.3,-35.7,S
17,165277,-169.0,-423.0,-106.0,-3.0,82.0,-67.7,S
18,165337,49.0,-446.0,-98.0,21.4,79.5,-78.2,S
19,165397,70.0,-526.0,-45.0,41.3,79.8,-76.8,S
20,165426,353.0,-623.0,-36.0,55.6,60.0,-87.8,S
21,165488,717.0,-828.0,98.0,54.8,41.5,-71.2,S
22,165548,977.0,-969.0,31.0,60.9,32.9,-12.1,S
23,165576,637.0,-1359.0,521.0,57.5,-16.0,45.9,S
24,165638,372.0,-1344.0,404.0,49.2,-30.8,70.7,S
25,165698,245.0,-1210.0,424.0,57.0,-56.7,75.5,S
26,165726,33.0,-1242.0,409.0,39.1,-85.8,75.4,S
27,165788,-168.0,-1301.0,471.0,16.7,-79.7,80.8,S
28,165848,-213.0,-1329.0,486.0,-5.5,-79.5,71.8,S
29,165876,-332.0,-1294.0,392.0,-25.8,-65.3,65.0,S
30,165938,-564.0,-1181.0,459.0,-23.8,-43.4,56.6,S
31,165997,-520.0,-899.0,512.0,-42.9,-44.3,26.6,S
32,166026,-606.0,-547.0,305.0,-63.5,17.9,36.7,S
33,166088,-205.0,-458.0,160.0,-38.9,10.5,-2.3,S
34,166149,-85.0,-547.0,-8.0,-11.5,11.9,-0.9,S
35,166179,-99.0,-827.0,183.0,12.6,0.0,-5.3,S
36,166237,-237.0,-1025.0,227.0,8.1,-3.0,0.6,S
37,166297,-253.0,-1088.0,205.0,8.1,-3.0,0.6,S
38,166326,-258.0,-1082.0,224.0,-5.1,0.9,-3.9,S
39,166388,-191.0,-1041.0,208.0,-9.3,4.4,-1.6,S
40,166448,-192.0,-980.0,101.0,-10.2,-2.6,0.9,S
41,166477,-204.0,-979.0,130.0,-10.2,-2.6,0.9,S
42,166538,-210.0,-964.0,116.0,-4.1,1.1,4.4,S
43,166598,-194.0,-982.0,159.0,-5.8,5.5,1.7,S
44,166626,-211.0,-966.0,126.0,-2.8,-1.5,-2.5,S
45,166688,-178.0,-970.0,168.0,-5.3,2.4,-1.0,S
46,166748,-187.0,-983.0,126.0,-2.6,0.2,-3.4,S
47,166778,-167.0,-982.0,119.0,-0.4,0.5,1.1,S
48,166837,-168.0,-997.0,126.0,-4.7,1.2,2.4,S
49,166898,-205.0,-992.0,105.0,0.2,0.3,2.2,S
50,166926,-201.0,-993.0,119.0,-0.5,1.4,2.1,S
51,166987,-189.0,-991.0,117.0,-0.4,0.0,1.3,S
52,167048,-180.0,-995.0,142.0,-0.8,0.9,1.7,S
53,167076,-190.0,-997.0,152.0,-0.2,1.4,2.3,S
54,167138,-188.0,-995.0,143.0,-0.4,-0.8,2.5,S
55,167198,-221.0,-977.0,109.0,-3.5,0.9,3.8,S
56,167226,-200.0,-969.0,92.0,-1.8,-0.8,-1.0,S
57,167288,-155.0,-988.0,136.0,-0.9,-0.1,-0.7,S
58,167348,-178.0,-1007.0,155.0,1.5,0.9,1.6,S
59,167376,-194.0,-992.0,87.0,1.5,0.9,1.6,S
60,167440,-184.0,-1008.0,112.0,-2.8,-1.6,3.0,S
61,167497,-177.0,-1006.0,144.0,2.4,0.0,0.7,S
62,167532,-190.0,-994.0,131.0,-0.7,-4.7,0.0,S
63,167587,-186.0,-987.0,132.0,1.1,1.1,3.2,S
64,167648,-176.0,-985.0,131.0,0.5,-2.1,-0.3,S
65,167677,-198.0,-988.0,124.0,1.4,-2.6,0.2,S
66,167738,-186.0,-983.0,113.0,1.9,-0.9,2.6,S
67,167798,-188.0,-1004.0,125.0,5.0,-0.4,1.8,S
68,167827,-187.0,-994.0,108.0,3.7,-0.4,3.7,S
69,167888,-190.0,-996.0,137.0,2.1,-3.8,0.0,S
1,72659,284.0,-1180.0,305.0,13.3,-30.8,46.9,S
2,72720,-73.0,-1273.0,265.0,-8.7,-47.6,62.6,S
3,72780,-374.0,-1364.0,376.0,-27.9,-55.5,61.3,S
4,72809,-564.0,-1336.0,264.0,-27.9,-55.5,61.3,S
5,72869,-644.0,-1347.0,225.0,-58.4,-15.4,5.9,S
6,72930,-651.0,-1144.0,177.0,-68.6,32.7,6.5,S
7,72959,-710.0,-926.0,137.0,-68.6,32.7,6.5,S
8,73020,-689.0,-743.0,-15.0,-56.3,74.5,-26.4,S
9,73080,-519.0,-652.0,119.0,-32.8,100.9,-31.8,S
10,73109,-379.0,-448.0,-67.0,-32.8,100.9,-31.8,S
11,73170,-168.0,-396.0,-32.0,-1.6,99.2,-28.3,S
12,73230,25.0,-341.0,-125.0,22.6,100.5,-22.1,S
13,73260,48.0,-484.0,-26.0,58.0,81.2,-7.0,S
14,73320,77.0,-627.0,128.0,72.5,80.7,-10.2,S
15,73380,336.0,-719.0,310.0,89.8,58.3,-21.0,S
16,73444,591.0,-724.0,357.0,89.8,58.3,-21.0,S
17,73473,638.0,-883.0,559.0,96.1,-20.0,-4.8,S
18,73529,793.0,-1024.0,764.0,75.3,-51.4,42.1,S
19,73560,270.0,-1250.0,653.0,51.1,-66.5,64.5,S
20,73620,77.0,-1205.0,592.0,34.9,-90.5,53.2,S
21,73680,-171.0,-1288.0,625.0,1.3,-100.8,42.9,S
22,73709,-367.0,-1265.0,432.0,-9.3,-109.3,32.9,S
23,73770,-478.0,-1221.0,350.0,-25.6,-67.7,36.7,S
24,73830,-665.0,-1285.0,373.0,-29.2,-36.5,20.7,S
25,73859,-515.0,-1169.0,442.0,-60.2,-29.6,-1.6,S
26,73919,-471.0,-969.0,280.0,-63.7,-2.8,-12.2,S
27,73980,-375.0,-816.0,209.0,-47.3,31.2,-30.6,S
28,74009,-191.0,-658.0,162.0,-47.3,31.2,-30.6,S
29,74069,157.0,-607.0,169.0,-6.5,40.8,-30.2,S
